job_seed,n_rounds,job_model,job_scheme_types,job_elt_type,"N","time","model","type","backend","elt_type","ESS","median_MC_err"
1,8,LogisticRegression,SAIS,Float64,512,3.526656394,"LogisticRegression",SAIS,GPU,"Float64",150.35461996546135,-7.776525469337513
1,8,LogisticRegression,SAIS,Float64,1024,3.526267689,"LogisticRegression",SAIS,GPU,"Float64",242.9501640398449,-8.425064197638443
1,8,LogisticRegression,SAIS,Float64,2048,3.528373494,"LogisticRegression",SAIS,GPU,"Float64",589.554118575371,-9.6517397898535
1,8,LogisticRegression,SAIS,Float64,4096,3.560129604,"LogisticRegression",SAIS,GPU,"Float64",956.4097035258562,-10.309314844484389
1,8,LogisticRegression,SAIS,Float64,8192,4.28958401,"LogisticRegression",SAIS,GPU,"Float64",1966.2151290651816,-11.305278585572697
1,8,LogisticRegression,SAIS,Float64,16384,4.956111376,"LogisticRegression",SAIS,GPU,"Float64",3077.493365305248,-12.028624835711996
1,8,LogisticRegression,SAIS,Float64,32768,9.752968568,"LogisticRegression",SAIS,GPU,"Float64",7152.578838147327,-13.223970110764318
1,8,LogisticRegression,SAIS,Float64,65536,18.811962407,"LogisticRegression",SAIS,GPU,"Float64",13629.08490389935,-14.17245920879639
1,8,LogisticRegression,SAIS,Float64,131072,34.800961229,"LogisticRegression",SAIS,GPU,"Float64",27664.93738602129,-15.163428999811046
1,8,LogisticRegression,SAIS,Float64,262144,65.945223172,"LogisticRegression",SAIS,GPU,"Float64",55942.90237535553,-16.194230917609122
1,8,LogisticRegression,SAIS,Float64,524288,131.660920677,"LogisticRegression",SAIS,GPU,"Float64",109699.23899553259,-17.139753760694038
1,8,LogisticRegression,SAIS,Float64,1048576,262.035922524,"LogisticRegression",SAIS,GPU,"Float64",217191.99522216743,-18.133929753142237
4,7,LogisticRegression,SAIS,Float64,1,0.703649642,"LogisticRegression",SAIS,GPU,"Float64",1.0,-Inf
4,7,LogisticRegression,SAIS,Float64,2,0.836286696,"LogisticRegression",SAIS,GPU,"Float64",1.3431998286225006,-2.9156521152391437
4,7,LogisticRegression,SAIS,Float64,4,0.991116721,"LogisticRegression",SAIS,GPU,"Float64",1.547402138982865,-2.0100002216228012
4,7,LogisticRegression,SAIS,Float64,8,1.155987769,"LogisticRegression",SAIS,GPU,"Float64",2.148584779130419,-2.3738844115306788
4,7,LogisticRegression,SAIS,Float64,16,1.282862593,"LogisticRegression",SAIS,GPU,"Float64",2.6043704351745034,-2.540237544485292
4,7,LogisticRegression,SAIS,Float64,32,1.442107623,"LogisticRegression",SAIS,GPU,"Float64",5.228546665213171,-3.292352793602164
4,7,LogisticRegression,SAIS,Float64,64,1.452858928,"LogisticRegression",SAIS,GPU,"Float64",6.525348770254989,-3.7294121008881707
4,7,LogisticRegression,SAIS,Float64,128,1.568832544,"LogisticRegression",SAIS,GPU,"Float64",22.318355565287607,-4.987096346158381
